Link,Model,Specs,Matched,Brand,Year,Configuration,Strings,Made in,Series,Colors,Left-Handed Version,Top,Type,Body Material,Bridge,Neck Joint,Tuners,Fretboard,Neck Material,Decoration,Scale Size,Shape,Thickness,Frets,Fretboard Radius,Nut,Nut Width,Switch,Knobs,Pickup Mods,Volume Controls,Tone Controls,Bridge Pickup,Neck Pickup,Middle Pickup,Price,Tremolo,Locking Tuners,Retainer Bar,Stainless Steel Frets,Made in United States,Expensive Wood,Locking Nut,Top Pickup Brand,Neck-Through Build,Push Knob or Extra Switch Option,Weight Relief,Stays in Tune (Evertune),21:1 Tuner Ratio,Compound Radius Fretboard,Strap Lock,Luminescent Inlay,Body Material 2,Neck Material 2,Fretboard Material 2,Sustainer Pickups,High-Quality-Standards Country,Coil Split Pickups,Made in Japan,"Coil Split, Killswitch Pickups","Coil Split, Multi-Voicing Pickups","Multi-Voicing, Sustainer Pickups",Coil Tap Pickups,Ivory Tusq Nut,Bone Nut,Multi-Voicing Pickups,High-Quality Nut,Black Tusq XL Nut,Series Split Pickups,Parallel Split Pickups,S-1 Switch Pickups,Killswitch Pickups,"Coil Split, Capacitance Selector Pickups","Coil Tap, Phase Out Pickups",Boneite Nut,NuBone Nut,Synthetic Bone Nut,"Killswitch, Sustainer Pickups",Boost Pickups,"Multi-Voicing, Gain Reduction Pickups","Coil Split, Boost Pickups",Phase Out Pickups,"Killswitch, Phase Out Pickups",High-Pass Filter Pickups,Half-Bone/Half-Brass Nut,"Coil Tap, Boost Pickups","Coil Split, Phase Out Pickups",Varitone Pickups,Tri-Sound Pickups,Neck Shape
https://findmyguitar.com/reviews/Gretsch-G6120T-BSSMK-Brian-Setzer-Signature-Nashville-review.php,Gretsch G6120T-BSSMK Brian Setzer Signature Nashville,"From Gretsch's 2019 Artist Signature Edition series
Brian Setzer Signature
Made in Japan
6 strings
24.6""'' scale
9.5"" to 12"" Fretboard Radius
Arched Laminated Maple top
Laminated Maple body
Maple neck
Ebony fretboard
Bridge pickup: Gretsch TV Jones Ray Butts Ful-Fidelity (Humbucker/Passive)
Neck pickup: Gretsch TV Jones Ray Butts Ful-Fidelity (Humbucker/Passive)
Bigsby B6CGH bridge
3 volume Speed knobs
3-way Switch
Vintage V Set neck
22 Medium Jumbo frets
Gotoh Locking tuners
",True,Gretsch,2019.0,HH,6.0,Japan,Artist Signature Edition,Orange,No,Arched Laminated Maple,Hollowbody,Laminated Maple,Bigsby B6CGH,Set,Gotoh Locking,Ebony,Maple,Pearloid Neo-Classic Thumbnail,"24.6""",Vintage V,1st Fret: 0.84'' (21.3mm) - 12th Fret: 0.96'' (24.4mm),22 Medium Jumbo,"9.5"" to 12""",Delrin,42.8mm (1.685''),3 Way,Speed,Multi-Voicing,3.0,0.0,Gretsch TV Jones Ray Butts Ful-Fidelity (Humbucker / Passive),Gretsch TV Jones Ray Butts Ful-Fidelity (Humbucker / Passive),,3481.1525,True,True,,False,,True,,True,False,,,False,False,True,True,False,Maple,Maple,Ebony,,,,True,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,It has a V type neck.
https://findmyguitar.com/reviews/Solar-GC1-6B-review.php,Solar GC1.6B,"From Solar's 2020 Type G series
Made in Indonesia
6 strings
24.75""'' scale
13.78"" Fretboard Radius
Mahogany body
Mahogany neck
Ebony fretboard
Bridge pickup: Duncan Solar/Bridge (Humbucker/Passive)
Neck pickup: Duncan Solar (Humbucker/Passive)
Evertune F-Type bridge
2 volume and 1 tone Dome knobs
3-way Switch
Solar C Shape Set neck
24 XL Jumbo Stainless Steel frets
Solar 18:1 Locking Type tuners
",False,Solar,2020.0,HH,6.0,Indonesia,Type G,Black,No,,Solid Body,Mahogany,Evertune F-Type,Set,Solar 18:1 Locking Type,Ebony,Mahogany,Solar Logo on 12th Fret,"24.75""",Solar C Shape,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo Yes,"13.78""",Graphite,43mm (1.693''),3 Way,Dome,Parallel Split,2.0,1.0,Duncan Solar/Bridge (Humbucker / Passive),Duncan Solar (Humbucker / Passive),,963.9,False,True,,True,,True,,True,False,,False,True,False,False,False,True,Mahogany,Mahogany,Ebony,,False,,,,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Solar-GC1-6FAB-review.php,Solar GC1.6FAB,"From Solar's 2020 Type G series
Made in Indonesia
6 strings
24.75""'' scale
13.78"" Fretboard Radius
Flame Maple Veneer top
Mahogany body
Mahogany neck
Ebony fretboard
Bridge pickup: Duncan Solar/Bridge (Humbucker/Passive)
Neck pickup: Duncan Solar (Humbucker/Passive)
Evertune F-Type bridge
2 volume and 1 tone Dome knobs
3-way Switch
Solar C Shape Set neck
24 XL Jumbo Stainless Steel frets
Solar 18:1 Locking Type tuners
",False,Solar,2020.0,HH,6.0,Indonesia,Type G,Sunburst Burst,No,Flame Maple Veneer,Solid Body,Mahogany,Evertune F-Type,Set,Solar 18:1 Locking Type,Ebony,Mahogany,Solar Logo on 12th Fret,"24.75""",Solar C Shape,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo Yes,"13.78""",Graphite,43mm (1.693''),3 Way,Dome,Parallel Split,2.0,1.0,Duncan Solar/Bridge (Humbucker / Passive),Duncan Solar (Humbucker / Passive),,963.9,False,True,,True,,True,,True,False,,False,True,False,False,False,True,Mahogany,Mahogany,Ebony,,False,,,,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/ESP-LTD-H-1000-Evertune-review.php,ESP LTD H-1000 Evertune,"From ESP LTD's 2022 H series
Made in Indonesia
6 strings
25.5""'' scale
13.78"" Fretboard Radius
Quilted Maple top
Mahogany / Maple Cap body
3pc Maple neck
Macassar Ebony fretboard
Bridge pickup: Fishman Fluence Modern Ceramic (Humbucker/Active)
Neck pickup: Fishman Fluence Modern Alnico (Humbucker/Active)
Evertune (F model) bridge
1 volume and 1 tone Dome knobs
3-way Switch
Thin U Set neck
24 XL Jumbo Stainless Steel frets
Grover tuners
",False,ESP LTD,2022.0,HH,6.0,Indonesia,H,Purple Burst,Yes,Quilted Maple,Solid Body,Mahogany / Maple Cap,Evertune (F model),Set,Grover,Macassar Ebony,3pc Maple,Offset mother-of-pearl bar,"25.5""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo Yes,"13.78""",Plastic,42mm (1.654''),3 Way,Dome,Multi-Voicing,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,1442.3266666666666,False,False,,True,,True,,True,False,,False,True,False,False,False,False,Mahogany,Maple,Ebony,,False,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Schecter-Hellraiser-C-1-FR-S-review.php,Schecter Hellraiser C-1 FR S,"From Schecter's 2006 Hellraiser series
Made in South Korea
6 strings
25.5""'' scale
14"" Fretboard Radius
Quilted Maple top
Mahogany body
Mahogany 3-pc neck
Rosewood fretboard
Bridge pickup: EMG 81 (Humbucker/Active)
Neck pickup: Sustainiac (Humbucker/Passive)
Floyd Rose 1000 Series bridge
1 volume and 1 tone Dome knobs
3-way Switch
Thin C Set neck
24 XL Jumbo frets
Grover tuners
Retainer bar
",True,Schecter,2006.0,HH,6.0,South Korea,Hellraiser,"Black, Red",Yes,Quilted Maple,Solid Body,Mahogany,Floyd Rose 1000 Series,Set,Grover,Rosewood,Mahogany 3-pc,Abalone Gothic Crosses,"25.5""",Thin C,1st Fret: 0.79'' (20.1mm) - 12th Fret: 0.87'' (22.1mm),24 XL Jumbo,"14""",Locking,41.3mm (1.625''),3 Way,Dome,Sustainer,1.0,1.0,EMG 81 (Humbucker / Active),Sustainiac (Humbucker / Passive),,1074.2425,True,False,True,False,,True,True,True,False,,False,False,False,False,False,False,Mahogany,Mahogany,Rosewood,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/ESP-E-II-Horizon-NT-7-Evertune-review.php,ESP E-II Horizon NT-7 Evertune,"From ESP E-II's 2014 Horizon series
Made in Japan
7 strings
25.5""'' scale
12"" Fretboard Radius
Alder body
3pc Maple neck
Ebony fretboard
Bridge pickup: EMG 81-7H (Humbucker/Active)
Neck pickup: EMG 85-7H (Humbucker/Active)
Evertune (F model) bridge
1 volume and 1 tone Dome knobs
3-way Switch
Thin U Neck-Through neck
24 XL Jumbo frets
Gotoh Locking tuners
",False,ESP E-II,2014.0,HH,7.0,Japan,Horizon,Black,No,,Solid Body,Alder,Evertune (F model),Neck-Through,Gotoh Locking,Ebony,3pc Maple,Offset Blocks,"25.5""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo,"12""",Graphite,48mm (1.89''),3 Way,Dome,,1.0,1.0,EMG 81-7H (Humbucker / Active),EMG 85-7H (Humbucker / Active),,2609.266666666667,False,True,,False,,True,,True,True,False,False,True,False,False,True,False,Alder,Maple,Ebony,,,,True,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-E-II-HRF-NT-8-Baritone-review.php,ESP E-II HRF NT-8 Baritone,"From ESP E-II's 2014 HRF series
Made in Japan
8 strings
27""'' scale
15.748"" Fretboard Radius
Alder body
3pc Maple neck
Ebony fretboard
Bridge pickup: EMG 81-8H (Humbucker/Active)
Neck pickup: EMG 85-8H (Humbucker/Active)
Hipshot w/ String Thru bridge
1 volume and 1 tone Dome knobs
3-way Switch
Thin U Neck-Through neck
24 XL Jumbo frets
Gotoh Locking tuners
",True,ESP E-II,2014.0,HH,8.0,Japan,HRF,Black,No,,Solid Body,Alder,Hipshot w/ String Thru,Neck-Through,Gotoh Locking,Ebony,3pc Maple,Offset Blocks,"27""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo,"15.748""",Bone,55mm (2.165''),3 Way,Dome,,1.0,1.0,EMG 81-8H (Humbucker / Active),EMG 85-8H (Humbucker / Active),,2047.075,False,True,,False,,True,,True,True,False,False,False,False,False,True,False,Alder,Maple,Ebony,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Schecter-Jake-Pitts-E-1-FR-S-review.php,Schecter Jake Pitts E-1 FR S,"From Schecter's 2017 Artist series
Jake Pitts Signature
Made in South Korea
6 strings
25.5""'' scale
14"" Fretboard Radius
Flamed Maple top
Mahogany body
Mahogany 3-pc w/ Carbon Fiber Reinforcement Rods neck
Ebony fretboard
Bridge pickup: EMG 81 (Humbucker/Active)
Neck pickup: Sustainiac (Humbucker/Passive)
Floyd Rose 1500 Series bridge
1 volume and 1 tone Dome knobs
3-way Switch
Ultra Thin C Set neck
24 XL Jumbo frets
Grover Rotomatic 18:1 tuners
Retainer bar
",False,Schecter,2017.0,HH,6.0,South Korea,Artist,White,No,Flamed Maple,Solid Body,Mahogany,Floyd Rose 1500 Series,Set,Grover Rotomatic 18:1,Ebony,Mahogany 3-pc w/ Carbon Fiber Reinforcement Rods,Mother of Pearl Blocks,"25.5""",Ultra Thin C,1st Fret: 0.748'' (19mm) - 12th Fret: 0.787'' (20mm),24 XL Jumbo,"14""",Locking,41.3mm (1.625''),3 Way,Dome,Sustainer,1.0,1.0,EMG 81 (Humbucker / Active),Sustainiac (Humbucker / Passive),,1458.9,True,False,True,False,,True,True,True,False,,False,False,False,False,False,False,Mahogany,Mahogany,Ebony,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Music-Man-Jason-Richardson-7-String-Cutlass-review.php,Music Man Jason Richardson 7-String Cutlass,"From Music Man's 2020 Jason Richardson series
Jason Richardson Signature
Made in United States
7 strings
25.5""'' scale
15"" Fretboard Radius
Buckeye Burl top
Alder body
Figured Roasted Maple neck
Ebony fretboard
Bridge pickup: Music Man Custom Humbucker (Humbucker/Passive)
Neck pickup: Music Man Custom Humbucker (Humbucker/Passive)
Custom Music Man floating tremolo bridge
1 volume and 1 tone Dome knobs
3-way Switch
Jason Richardson Bolt-On neck
24 Medium Jumbo Stainless Steel frets
Schaller M6-IND locking tuners
",True,Music Man,2020.0,HH,7.0,United States,Jason Richardson,"Red, Natural Burst",No,Buckeye Burl,Solid Body,Alder,Custom Music Man floating tremolo,Bolt-On,Schaller M6-IND locking,Ebony,Figured Roasted Maple,Dot Inlay,"25.5""",Jason Richardson,,24 Medium Jumbo Yes,"15""",Compensated,47.6mm (1.875''),3 Way,Dome,Coil Split,1.0,1.0,Music Man Custom Humbucker (Humbucker / Passive),Music Man Custom Humbucker (Humbucker / Passive),,3481.75,True,True,,True,True,True,,True,False,,False,False,False,False,False,False,Alder,Figured Maple,Ebony,,,True,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,It has a D type neck.
https://findmyguitar.com/reviews/Music-Man-JP15-7-review.php,Music Man JP15 7,"From Music Man's 2016 John Petrucci series
John Petrucci Signature
Made in United States
7 strings
25.5""'' scale
17"" Fretboard Radius
Figured Maple top
Okoume with maple top (roasted maple top on Sahara Burst) body
Figured roasted maple neck neck
Figured roasted maple neck fretboard
Bridge pickup: DiMarzio Illuminator (Humbucker/Passive)
Neck pickup: DiMarzio Illuminator (Humbucker/Passive)
Custom John Petrucci Music Man Piezo floating tremolo bridge
2 volume and 1 tone Dome knobs
3-way Switch
John Petrucci Bolt-On neck
24 Medium Jumbo Stainless Steel frets
Schaller M6-IND locking with pearl buttons tuners
",True,Music Man,2016.0,HH,7.0,United States,John Petrucci,"Blue, Black Burst, Brown Burst",No,Figured Maple,Solid Body,Okoume with maple top (roasted maple top on Sahara Burst),Custom John Petrucci Music Man Piezo floating tremolo,Bolt-On,Schaller M6-IND locking with pearl buttons,Figured roasted maple neck,Figured roasted maple neck,Custom Jp15 Inlays,"25.5""",John Petrucci,,24 Medium Jumbo Yes,"17""",Compensated,47.6mm (1.875''),3 Way,Dome,"Coil Split, Multi-Voicing",2.0,1.0,DiMarzio Illuminator (Humbucker / Passive),DiMarzio Illuminator (Humbucker / Passive),,3990.798,True,True,,True,True,True,,True,False,,False,False,False,False,False,False,Okoume,Figured Maple,Figured Maple,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,It has a D type neck.
https://findmyguitar.com/reviews/ESP-LTD-JR-608-review.php,ESP LTD JR-608,"From ESP LTD's 2020 Signature series
Javier Reyes Signature
Made in Indonesia
8 strings
27""'' scale
13.78"" Fretboard Radius
Quilted Maple top
Swamp Ash body
5Pc Walnut/Maple/Padauk neck
Macassar Ebony fretboard
Bridge pickup: Fishman Javier Reyes Open Core Humbucker (Humbucker/Active)
Neck pickup: Fishman Javier Reyes Open Core Humbucker (Humbucker/Active)
Hipshot w/ String Thru bridge
1 volume and 1 tone Bell knobs
5-way Switch
Thin U Neck-Through neck
24 XL Jumbo frets
LTD Locking tuners
",True,ESP LTD,2020.0,HH,8.0,Indonesia,Signature,Faded Blue Sunburst,No,Quilted Maple,Solid Body,Swamp Ash,Hipshot w/ String Thru,Neck-Through,LTD Locking,Macassar Ebony,5Pc Walnut/Maple/Padauk,Offset Blocks,"27""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo,"13.78""",Black Tusq XL,54mm (2.126''),5 Way,Bell,Multi-Voicing,1.0,1.0,Fishman Javier Reyes Open Core Humbucker (Humbucker / Active),Fishman Javier Reyes Open Core Humbucker (Humbucker / Active),,1906.7725,False,True,,False,,True,,True,True,,False,False,False,False,False,True,Ash,Maple,Ebony,,False,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Ibanez-JS1CR-review.php,Ibanez JS1CR,"From Ibanez's 2019 JS series
Joe Satriani Signature
Made in Japan
6 strings
25.5""'' scale
10"" Fretboard Radius
Alder body
3pc Maple/Bubinga neck
Rosewood fretboard
Bridge pickup: DiMarzio Satchur8 (Humbucker/Passive)
Neck pickup: Sustainiac (Humbucker/Passive)
Edge tremolo bridge
1 volume and 1 tone Dome knobs
3-way Switch
JS Bolt-On neck
24 Medium frets
Gotoh machine heads tuners
Retainer bar
",False,Ibanez,2019.0,HS,6.0,Japan,JS,Gray,No,,Solid Body,Alder,Edge tremolo,Bolt-On,Gotoh machine heads,Rosewood,3pc Maple/Bubinga,Mother of Pearl dot,"25.5""",JS,1st Fret: 0.79'' (20.1mm) - 12th Fret: 0.88'' (22.4mm),24 Medium,"10""",Locking,43mm (1.693''),3 Way,Dome,Sustainer,1.0,1.0,DiMarzio Satchur8 (Humbucker / Passive),Sustainiac (Humbucker / Passive),,5587.532000000001,True,False,True,False,,True,True,True,False,,False,False,False,False,False,False,Alder,Maple,Rosewood,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/ESP-Kamikaze-1-review.php,ESP Kamikaze-1,"From ESP's 2013 Signature series
George Lynch Signature
Made in Japan
6 strings
25.5""'' scale
12"" Fretboard Radius
Maple body
Maple neck
Ebony fretboard
Bridge pickup: Seymour Duncan Signature George Lynch “The Hunter” (Humbucker/Passive)
Neck pickup: ESP SS-120 (Single Coil/Passive)
Floyd Rose Original bridge
1 volume Dome knobs
3-way Switch
GL Original U Bolt-On neck
22 XL Jumbo frets
Gotoh tuners
Retainer bar
",False,ESP,2013.0,HS,6.0,Japan,Signature,Black Patterns,No,,Solid Body,Maple,Floyd Rose Original,Bolt-On,Gotoh,Ebony,Maple,Dots,"25.5""",GL Original U,,22 XL Jumbo,"12""",Locking,43mm (1.693''),3 Way,Dome,Coil Split,1.0,0.0,Seymour Duncan Signature George Lynch “The Hunter” (Humbucker / Passive),ESP SS-120 (Single Coil / Passive),,5399.0,True,False,True,False,,True,True,True,False,,False,False,False,False,False,False,Maple,Maple,Ebony,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-Kamikaze-4-review.php,ESP Kamikaze-4,"From ESP's 2013 Signature series
George Lynch Signature
Made in Japan
6 strings
25.5""'' scale
12"" Fretboard Radius
Maple body
Maple neck
Maple fretboard
Bridge pickup: Seymour Duncan Signature George Lynch “The Hunter” (Humbucker/Passive)
Neck pickup: ESP SS-120 (Single Coil/Passive)
Floyd Rose Original bridge
1 volume Dome knobs
3-way Switch
GL Original U Bolt-On neck
22 XL Jumbo frets
Gotoh tuners
Retainer bar
",True,ESP,2013.0,HS,6.0,Japan,Signature,Green Patterns,No,,Solid Body,Maple,Floyd Rose Original,Bolt-On,Gotoh,Maple,Maple,Offset Dots,"25.5""",GL Original U,,22 XL Jumbo,"12""",Locking,43mm (1.693''),3 Way,Dome,Coil Split,1.0,0.0,Seymour Duncan Signature George Lynch “The Hunter” (Humbucker / Passive),ESP SS-120 (Single Coil / Passive),,2994.65,True,False,True,False,,False,True,True,False,,False,False,False,False,False,False,Maple,Maple,Maple,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-LTD-M-1000-review.php,ESP LTD M-1000,"From ESP LTD's 2020 M series
Made in Indonesia
6 strings
25.5""'' scale
13.78"" Fretboard Radius
Burled Poplar top
Alder body
3pc Maple neck
Macassar Ebony fretboard
Bridge pickup: EMG 57TW (Humbucker/Active)
Neck pickup: EMG 66TW (Humbucker/Active)
Floyd Rose 1000SE bridge
1 volume and 1 tone Dome knobs
3-way Switch
Extra Thin U Neck-Through neck
24 XL Jumbo Stainless Steel frets
Grover tuners
Retainer bar
",True,ESP LTD,2020.0,HH,6.0,Indonesia,M,Natural Burst,No,Burled Poplar,Solid Body,Alder,Floyd Rose 1000SE,Neck-Through,Grover,Macassar Ebony,3pc Maple,Dots,"25.5""",Extra Thin U,1st Fret: 0.748'' (19mm) - 12th Fret: 0.827'' (21mm),24 XL Jumbo Yes,"13.78""",Locking,43mm (1.693''),3 Way,Dome,Coil Split,1.0,1.0,EMG 57TW (Humbucker / Active),EMG 66TW (Humbucker / Active),,1146.5925,True,False,True,True,,True,True,True,True,,False,False,False,False,False,False,Alder,Maple,Ebony,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-E-II-M-II-NT-review.php,ESP E-II M-II NT,"From ESP E-II's 2014 M series
Made in Japan
6 strings
25.5""'' scale
12"" Fretboard Radius
Burled Maple top
Mahogany body
3pc Maple neck
Ebony fretboard
Bridge pickup: Bare Knuckle Aftermath (Humbucker/Passive)
Neck pickup: Bare Knuckle Aftermath (Humbucker/Passive)
Hipshot w/ String Thru bridge
1 volume and 1 tone Dome knobs
3-way Switch
Thin U Set neck
24 XL Jumbo frets
Gotoh Locking tuners
",True,ESP E-II,2014.0,HH,6.0,Japan,M,"Black Burst, Natural",No,Burled Maple,Solid Body,Mahogany,Hipshot w/ String Thru,Set,Gotoh Locking,Ebony,3pc Maple,Offset Blocks,"25.5""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo,"12""",Bone,42mm (1.654''),3 Way,Dome,,1.0,1.0,Bare Knuckle Aftermath (Humbucker / Passive),Bare Knuckle Aftermath (Humbucker / Passive),,1977.33,False,True,,False,,True,,True,False,False,False,False,False,False,True,False,Mahogany,Maple,Ebony,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Ibanez-M8M-review.php,Ibanez M8M,"From Ibanez's 2020 M8M series
Marten Hagstrom Signature
Made in Japan
8 strings
29.4""'' scale
16"" Fretboard Radius
Alder wing body
Maple/Jatoba neck
Rosewood fretboard
Bridge pickup: Lundgren Model M8 (Humbucker/Passive)
FX Edge III-8 bridge
1 volume and 1 tone Dome knobs
M8M Neck-Through neck
24 Jumbo frets
Hipshot machine heads tuners
",False,Ibanez,2020.0,H,8.0,Japan,M8M,Black,No,,Solid Body,Alder wing,FX Edge III-8,Neck-Through,Hipshot machine heads,Rosewood,Maple/Jatoba,,"29.4""",M8M,1st Fret: 0.77'' (19.6mm) - 12th Fret: 0.85'' (21.6mm),24 Jumbo,"16""",Locking,55mm (2.165''),0 Way,Dome,,1.0,1.0,Lundgren Model M8 (Humbucker / Passive),,,3788.895,False,False,False,False,,True,True,True,True,False,False,False,False,False,True,False,Alder,Maple,Rosewood,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a GRGR type neck.
https://findmyguitar.com/reviews/Jackson-MJ-Series-Signature-Misha-Mansoor-So-Cal-2PT-review.php,Jackson MJ Series Signature Misha Mansoor So-Cal 2PT,"From Jackson's 2021 Artist Signature series
Misha Mansoor Signature
Made in Japan
6 strings
25.5""'' scale
20"" Fretboard Radius
Basswood body
Caramelized Maple neck
Caramelized Maple fretboard
Bridge pickup: Bare Knuckle Ragnarok (Humbucker/Passive)
Middle pickup: Bare Knuckle Trilogy Suite Single Coil Strat (Single Coil/Passive)
Neck pickup: Bare Knuckle Trilogy Suite Single Coil Strat (Single Coil/Passive)
Gotoh Custom 510 Tremolo bridge
1 volume and 1 tone Bell knobs
5-way Switch
Speed Bolt-On neck
22 Jumbo frets
Gotoh Die-Cast Locking tuners
",True,Jackson,2021.0,HSS,6.0,Japan,Artist Signature,Blue,No,,Solid Body,Basswood,Gotoh Custom 510 Tremolo,Bolt-On,Gotoh Die-Cast Locking,Caramelized Maple,Caramelized Maple,White With Black Outer Ring,"25.5""",Speed,1st Fret: 0.775'' (19.7mm) - 12th Fret: 0.835'' (21.2mm),22 Jumbo,"20""",Black Tusq XL,42.9mm (1.688''),5 Way,Bell,,1.0,1.0,Bare Knuckle Ragnarok (Humbucker / Passive),Bare Knuckle Trilogy Suite Single Coil Strat (Single Coil / Passive),Bare Knuckle Trilogy Suite Single Coil Strat (Single Coil / Passive),2060.583333333333,True,True,,False,,False,,True,False,False,False,False,False,False,True,True,Basswood,Maple,Maple,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,It has a D type neck.
https://findmyguitar.com/reviews/ESP-LTD-MK-600-review.php,ESP LTD MK-600,"From ESP LTD's 2016 Signature series
Mille Petrozza Signature
Made in Indonesia
6 strings
24.75""'' scale
13.78"" Fretboard Radius
Mahogany body
3pc Maple neck
Pau Ferro fretboard
Bridge pickup: Fishman Fluence Modern Ceramic (Humbucker/Active)
Neck pickup: Fishman Fluence Modern Alnico (Humbucker/Active)
Floyd Rose 1000 bridge
1 volume Dome knobs
3-way Switch
Thin U Neck-Through neck
24 XL Jumbo frets
Grover tuners
Retainer bar
",False,ESP LTD,2016.0,HH,6.0,Indonesia,Signature,Black,No,,Solid Body,Mahogany,Floyd Rose 1000,Neck-Through,Grover,Pau Ferro,3pc Maple,Dots,"24.75""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo,"13.78""",Locking,42mm (1.654''),3 Way,Dome,Multi-Voicing,1.0,0.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,2404.21,True,False,True,False,,True,True,True,True,,False,False,False,False,False,False,Mahogany,Maple,Pau Ferro,,False,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Dean-ML-Select-Multiscale-Kahler-review.php,Dean ML Select Multiscale Kahler,"From Dean's 2021 Select series
Made in South Korea
6 strings
27"" to 25.5""'' scale
16"" Fretboard Radius
Burled Maple top
Eastern Mahogany body
3 Piece Maple neck
Ebony fretboard
Bridge pickup: Seymour Duncan Sentient (Humbucker/Passive)
Neck pickup: Seymour Duncan Nazgul (Humbucker/Passive)
Kahler Multiscale Trem bridge
1 volume and 1 tone Speed knobs
3-way Switch
Slim D Bolt-On neck
24 Jumbo frets
Grover 18:1 tuners
",True,Dean,2021.0,HH,6.0,South Korea,Select,Black Burst,No,Burled Maple,Solid Body,Eastern Mahogany,Kahler Multiscale Trem,Bolt-On,Grover 18:1,Ebony,3 Piece Maple,Pearloid Small Offset Dot,"27"" to 25.5""",Slim D,,24 Jumbo,"16""",Locking,43mm (1.693''),3 Way,Speed,Coil Split,1.0,1.0,Seymour Duncan Sentient (Humbucker / Passive),Seymour Duncan Nazgul (Humbucker / Passive),,1919.66,True,False,False,False,,True,True,True,False,,False,False,False,False,False,False,Mahogany,Maple,Ebony,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a D type neck.
